influencer_id,Number of subscribers,followers,average_likes,average_comments,average_shares,primary_platform,Targeted_audience_age,Targetaudience_gender,past_campaign_success,product_category,budget_per_video,engagement_rate,follower_growth_rate,pat_campaign_success_rate,Geographical location: state of India,campaign duration,score
396,578909,96537,12768,3855,926,YouTube,5 to 15,Others,6.6,Clothing,78956,7.9,2.8,6.3,Sikkim,2 years,5.0
397,917640,91671,24887,5771,1949,YouTube,15 to 25,Male,5.8,Clothing,56580,9.0,3.6,4.6,Maharashtra,3 months,5.1
398,176879,380928,5587,8011,2273,YouTube,25 to 35,Others,5.7,Accessories,108116,1.1,5.5,5.5,Sikkim,3 months,3.6
399,441835,331905,35489,2836,3236,YouTube,5 to 15,Male,6.2,Cosmetics,116053,3.3,1.7,1.2,Tamil Nadu,1 month,2.7
400,563592,447857,35737,5170,4225,YouTube,35 to 45,Others,3.7,Clothing,139492,9.9,1.9,9.7,Tamil Nadu,2 years,5.2
401,650597,237594,32298,123,4392,Instagram,5 to 15,Male,9.6,Cosmetics,80159,2.6,8.8,7.9,Maharashtra,1 year,6.1
402,145503,461309,15465,9987,1865,Instagram,25 to 35,Male,6.4,Clothing,104449,8.1,1.3,4.5,Maharashtra,1 month,4.1
403,91724,396327,7411,2474,170,Facebook,5 to 15,Male,7.8,Accessories,120594,8.5,9.0,3.3,Sikkim,1 month,5.8
404,897629,494628,40069,7316,1167,YouTube,5 to 15,Female,3.1,Clothing,95666,8.8,6.6,7.2,Tamil Nadu,1 year,5.3
405,927525,92990,29402,6092,1295,Facebook,25 to 35,Male,8.5,Clothing,109102,3.8,1.8,3.4,Sikkim,2 months,4.1
406,960554,288244,24294,8892,406,Facebook,5 to 15,Female,6.1,Clothing,89427,9.1,3.1,6.0,Rajasthan,1 month,5.0
407,933700,33694,3131,5289,3262,Facebook,25 to 35,Others,5.4,Accessories,102900,6.1,8.0,4.2,Tamil Nadu,6 months,4.9
408,755035,180866,13904,7686,675,Instagram,35 to 45,Male,1.0,Cosmetics,108138,4.3,1.6,2.0,Rajasthan,3 months,1.9
409,129931,393096,44696,102,3895,YouTube,35 to 45,Male,7.1,Cosmetics,112698,5.7,9.6,3.4,Gujarat,2 years,5.4
410,506775,71191,14990,7019,3280,Instagram,35 to 45,Female,7.4,Cosmetics,74136,5.7,9.2,8.5,Rajasthan,2 months,6.6
411,983229,420121,5329,4740,1014,Facebook,25 to 35,Female,7.8,Cosmetics,91791,4.1,2.9,7.5,Rajasthan,2 years,4.5
412,130385,64941,3921,4391,1463,YouTube,35 to 45,Others,6.5,Accessories,130981,8.0,7.4,2.7,Kerala,1 month,5.0
413,580046,279786,19230,5557,3120,YouTube,35 to 45,Male,3.9,Accessories,128475,7.9,1.4,9.0,Sikkim,6 months,4.6
414,451196,196847,30367,2191,4085,Facebook,25 to 35,Male,3.7,Accessories,75444,1.9,3.9,5.4,Punjab,6 months,3.3
415,860285,100772,12492,4090,688,Facebook,15 to 25,Others,8.5,Cosmetics,94354,2.1,5.1,7.4,Tamil Nadu,1 year,4.9
416,955589,298619,39328,7465,194,Facebook,25 to 35,Female,9.8,Clothing,140013,6.6,3.2,5.7,Tamil Nadu,6 months,5.3
417,364940,188039,41425,4181,939,Instagram,25 to 35,Female,1.4,Clothing,75666,5.4,2.6,8.4,Gujarat,6 months,4.0
418,755824,104770,49262,7954,1355,Instagram,35 to 45,Others,4.3,Cosmetics,110696,3.4,2.4,1.8,Punjab,1 year,3.3
419,708066,478722,7994,329,3706,YouTube,15 to 25,Female,8.4,Accessories,96861,3.8,2.0,4.6,Rajasthan,2 months,3.8
420,467824,149392,25094,319,686,Facebook,15 to 25,Female,3.3,Accessories,74845,5.3,4.0,9.4,Rajasthan,2 years,4.7
421,821978,133350,6301,9994,2684,YouTube,15 to 25,Female,9.6,Clothing,95213,4.7,1.9,6.3,Sikkim,6 months,4.6
422,556268,457971,26921,585,1786,YouTube,35 to 45,Female,5.2,Accessories,51279,8.1,3.9,2.4,Rajasthan,2 months,4.0
423,645380,171816,5967,4366,361,Facebook,15 to 25,Male,7.5,Cosmetics,81096,1.2,8.6,1.5,Tamil Nadu,3 months,3.8
424,398030,150142,45425,1013,1067,Instagram,15 to 25,Others,7.3,Cosmetics,88987,9.6,9.0,9.8,Tamil Nadu,1 month,7.7
425,138038,27653,9102,7045,3501,Facebook,25 to 35,Male,4.6,Clothing,115755,4.2,5.7,4.5,Tamil Nadu,2 years,4.5
426,668285,320778,2713,6110,1279,Facebook,15 to 25,Others,5.4,Accessories,113566,9.0,5.3,7.7,Punjab,6 months,5.5
427,751555,196503,23080,1193,2949,YouTube,35 to 45,Female,2.1,Cosmetics,138828,6.9,2.6,9.6,Tamil Nadu,6 months,4.5
428,441945,260980,38660,1554,1523,Instagram,5 to 15,Male,2.6,Accessories,149253,9.5,2.6,5.6,Gujarat,2 months,4.4
429,963994,456820,44873,6470,4176,Facebook,25 to 35,Female,9.8,Clothing,77067,9.7,9.8,7.8,Gujarat,6 months,7.6
430,70453,438067,7550,9696,1848,Facebook,35 to 45,Female,5.5,Clothing,62798,5.4,5.2,3.1,Rajasthan,6 months,3.9
431,245385,218117,30167,5162,2229,Instagram,15 to 25,Others,10.0,Accessories,119935,5.5,6.1,8.5,Rajasthan,6 months,6.3
432,348940,326407,10819,4906,3700,Facebook,35 to 45,Female,9.0,Clothing,101104,4.7,2.8,7.9,Sikkim,3 months,4.9
433,511453,194048,38261,5785,3744,Facebook,5 to 15,Male,2.3,Accessories,134464,4.1,2.1,7.5,Punjab,6 months,3.6
434,849560,465480,28596,7104,4711,Facebook,5 to 15,Female,5.5,Clothing,148841,3.1,8.6,7.4,Punjab,1 month,5.0
435,927903,491180,47317,3138,245,Instagram,5 to 15,Male,4.1,Accessories,115086,3.6,7.2,1.2,Gujarat,1 year,3.4
436,577142,271464,25224,2231,1671,Facebook,5 to 15,Others,1.4,Clothing,135160,6.5,4.1,5.6,Sikkim,6 months,3.7
437,781125,228826,15813,535,2684,YouTube,25 to 35,Male,9.9,Accessories,143107,8.2,6.5,8.1,Punjab,1 year,6.7
438,383123,237874,11063,716,1645,Instagram,35 to 45,Female,3.6,Accessories,50525,2.1,6.8,5.7,Kerala,1 month,3.7
439,974068,268301,17827,799,1505,Facebook,25 to 35,Male,7.5,Accessories,120951,6.9,6.5,9.8,Sikkim,3 months,6.3
440,361899,256749,31281,6522,3460,Facebook,25 to 35,Male,8.7,Clothing,104893,1.5,3.5,3.7,Rajasthan,1 month,3.7
441,197408,396862,31048,6418,2005,Facebook,15 to 25,Others,5.0,Cosmetics,51847,7.1,2.8,7.3,Gujarat,6 months,4.6
442,429839,137288,27766,6920,731,YouTube,15 to 25,Others,8.1,Cosmetics,82537,6.3,2.7,2.9,Sikkim,3 months,4.4
443,748358,21635,23982,4973,2277,YouTube,15 to 25,Female,8.4,Clothing,61556,5.3,3.1,2.6,Gujarat,6 months,6.1
444,981161,107309,28041,364,2098,Facebook,5 to 15,Male,4.0,Accessories,70200,4.7,9.0,6.8,Tamil Nadu,1 month,5.4
445,640787,56484,43818,1154,2015,YouTube,15 to 25,Male,2.9,Accessories,126756,5.3,5.2,4.3,Maharashtra,2 months,5.1
446,793323,467342,43263,8488,131,Facebook,25 to 35,Male,3.6,Cosmetics,139407,4.5,2.6,6.7,Kerala,2 months,3.7
447,262886,452995,14935,7997,2037,YouTube,35 to 45,Others,5.4,Accessories,75795,5.6,2.3,8.2,Maharashtra,6 months,4.4
448,793821,155810,24529,6251,3655,Instagram,35 to 45,Male,3.8,Clothing,143794,7.0,1.7,5.6,Tamil Nadu,1 month,3.9
449,367952,107987,25624,9384,1535,YouTube,15 to 25,Female,2.2,Cosmetics,140727,3.6,8.9,1.6,Kerala,1 month,3.7
450,220156,11469,30638,9529,1753,YouTube,25 to 35,Others,7.3,Accessories,89469,9.5,7.2,9.2,Maharashtra,3 months,12.0
451,65707,269539,14931,2297,3346,YouTube,5 to 15,Female,2.6,Clothing,137094,7.1,5.2,7.9,Sikkim,2 months,4.7
452,440864,342380,31243,7996,3873,Facebook,25 to 35,Others,1.6,Clothing,60105,4.9,6.8,6.5,Punjab,6 months,4.1
453,815997,455749,38958,7037,242,Facebook,5 to 15,Female,6.5,Cosmetics,52877,9.6,2.3,7.3,Tamil Nadu,3 months,5.3
454,359703,132942,23203,6701,2836,YouTube,5 to 15,Female,6.9,Cosmetics,107838,7.6,1.3,7.0,Gujarat,2 years,4.9
455,655281,189859,40801,5818,4343,Instagram,25 to 35,Others,3.9,Accessories,88809,7.5,6.8,5.2,Sikkim,6 months,5.1
456,843536,177428,37085,100,3287,Instagram,15 to 25,Female,6.4,Cosmetics,105056,2.7,9.0,8.5,Tamil Nadu,3 months,5.7
457,520589,175705,1440,1080,316,YouTube,5 to 15,Others,8.0,Cosmetics,54118,8.4,2.1,8.7,Rajasthan,2 years,5.5
458,359465,158516,23074,1638,4000,Facebook,5 to 15,Male,5.2,Accessories,127623,1.0,4.6,9.6,Maharashtra,2 years,4.4
459,456936,113019,41918,7855,394,YouTube,5 to 15,Male,4.3,Cosmetics,80408,5.6,5.9,2.1,Rajasthan,2 years,4.3
460,155876,182790,2337,5318,3483,Facebook,5 to 15,Male,5.1,Accessories,113791,1.9,6.1,4.1,Sikkim,1 year,3.5
461,111355,188190,16377,5407,418,Instagram,5 to 15,Male,7.1,Accessories,96393,3.9,3.5,3.0,Maharashtra,2 years,3.7
462,515497,277207,2612,6756,2161,Instagram,15 to 25,Female,8.6,Clothing,129739,2.4,8.3,4.1,Sikkim,1 year,4.7
463,866494,421511,28087,1915,2706,Facebook,15 to 25,Others,1.7,Clothing,90645,6.5,5.2,5.2,Sikkim,2 months,3.9
464,168169,406866,39753,3512,1311,YouTube,15 to 25,Female,4.6,Accessories,72763,9.7,8.7,7.4,Punjab,1 year,6.3
465,694862,55401,33681,3166,4794,Instagram,5 to 15,Others,4.4,Clothing,132352,4.4,7.4,6.2,Kerala,2 months,5.7
466,666127,255808,29474,1641,607,Instagram,25 to 35,Others,9.7,Cosmetics,139927,4.4,4.5,5.2,Kerala,2 months,5.0
467,69989,446590,40197,6230,1856,Instagram,15 to 25,Male,3.9,Cosmetics,111937,2.0,9.1,4.3,Maharashtra,6 months,4.0
468,128236,258569,47342,1085,4895,Instagram,35 to 45,Others,4.5,Accessories,120862,3.2,7.1,9.6,Tamil Nadu,6 months,5.2
469,782413,163928,38416,1114,1165,Instagram,35 to 45,Male,1.2,Clothing,89253,7.0,6.9,5.0,Kerala,6 months,4.5
470,166881,282283,1939,4671,872,YouTube,5 to 15,Female,5.1,Accessories,79733,3.3,5.7,7.6,Maharashtra,2 years,4.4
471,801889,440292,41954,4081,264,Facebook,15 to 25,Others,5.7,Cosmetics,138077,6.9,2.7,4.9,Tamil Nadu,3 months,4.2
472,787231,59013,37915,9623,1967,YouTube,25 to 35,Female,7.9,Cosmetics,139584,2.3,8.0,8.0,Tamil Nadu,6 months,6.5
473,739681,442154,23587,7718,2030,Instagram,5 to 15,Female,2.8,Accessories,109992,8.9,1.1,4.6,Sikkim,3 months,3.6
474,552958,297939,9956,7589,3817,Instagram,15 to 25,Others,7.1,Cosmetics,64118,4.6,7.0,7.5,Tamil Nadu,2 months,5.3
475,447174,479078,7650,7048,1329,YouTube,35 to 45,Others,8.2,Accessories,53462,4.6,1.4,4.9,Maharashtra,1 month,3.9
476,951361,34651,39644,5897,1410,Instagram,5 to 15,Male,7.5,Clothing,95134,6.2,1.3,9.1,Maharashtra,1 month,7.1
477,628716,89989,30480,5986,4559,Instagram,15 to 25,Male,7.6,Clothing,99346,7.9,5.9,4.5,Rajasthan,1 month,5.9
478,818792,410434,25533,4286,1603,Facebook,15 to 25,Others,6.6,Cosmetics,86597,7.8,5.8,6.4,Gujarat,6 months,5.4
479,952283,56593,5520,1813,2556,Facebook,5 to 15,Male,4.7,Accessories,121861,4.5,5.9,8.7,Kerala,3 months,5.0
480,742596,62370,46947,9618,3738,Facebook,25 to 35,Male,7.6,Clothing,77360,5.8,7.4,2.3,Rajasthan,2 years,6.1
481,517774,34581,11666,7878,1853,Instagram,5 to 15,Female,3.5,Accessories,101117,8.8,8.9,5.0,Sikkim,2 months,5.9
482,678488,144910,8614,7270,3715,Instagram,5 to 15,Female,4.7,Accessories,117275,8.0,2.6,5.4,Sikkim,2 months,4.3
483,942426,390939,1361,7041,2915,Facebook,5 to 15,Male,9.4,Clothing,105915,7.5,4.2,1.2,Gujarat,2 months,4.5
484,128068,115424,12961,3407,963,Instagram,25 to 35,Male,2.0,Cosmetics,135421,6.8,6.5,1.8,Maharashtra,1 year,3.6
485,873683,267401,1630,324,1619,Facebook,15 to 25,Others,7.7,Clothing,140652,6.3,1.9,4.6,Gujarat,3 months,4.1
486,663822,478214,48612,6189,206,Instagram,25 to 35,Male,9.0,Accessories,117354,8.5,8.4,2.8,Tamil Nadu,6 months,5.9
487,541007,87018,22298,9559,824,Instagram,25 to 35,Others,6.6,Cosmetics,118078,2.0,9.0,6.8,Rajasthan,1 month,5.4
488,840107,180327,5766,8697,4673,YouTube,35 to 45,Female,5.1,Cosmetics,98853,7.3,8.4,8.2,Kerala,1 month,5.9
489,452386,65472,43347,4718,3405,Facebook,35 to 45,Male,1.4,Cosmetics,114754,2.3,5.9,2.2,Rajasthan,3 months,3.7
490,615217,232588,20453,2143,1143,Instagram,5 to 15,Female,2.3,Clothing,119641,3.2,1.4,8.7,Punjab,3 months,3.3
491,301094,156067,40993,4652,4893,YouTube,15 to 25,Others,8.1,Accessories,79253,1.9,3.1,5.4,Tamil Nadu,1 year,4.2
492,299960,60337,17070,2033,4798,YouTube,35 to 45,Female,3.6,Clothing,50773,6.5,1.6,1.5,Rajasthan,6 months,3.2
493,675980,293440,7519,3468,1102,Facebook,35 to 45,Male,9.3,Cosmetics,60212,2.7,9.8,5.4,Sikkim,6 months,5.5
494,899200,233809,31916,9770,4373,Facebook,35 to 45,Female,7.7,Clothing,137413,8.8,8.7,4.9,Rajasthan,6 months,6.3
495,702776,399343,33774,3460,157,Facebook,5 to 15,Male,9.2,Cosmetics,63751,5.6,8.9,7.1,Sikkim,6 months,6.3
496,849987,494848,8172,6235,2064,Facebook,5 to 15,Male,8.4,Accessories,137034,4.0,2.7,9.2,Maharashtra,3 months,4.9
497,999388,146451,29350,591,2707,YouTube,25 to 35,Female,4.7,Cosmetics,148996,8.7,2.3,9.8,Gujarat,2 months,5.5
498,934885,464300,8065,3336,4717,Instagram,35 to 45,Others,4.4,Accessories,145985,3.5,9.6,3.7,Kerala,2 months,4.3
499,164570,49318,12988,2668,2012,Facebook,15 to 25,Others,3.2,Cosmetics,91344,2.9,8.7,4.8,Kerala,2 months,4.4
500,362863,265334,38103,1304,662,Instagram,5 to 15,Others,2.8,Cosmetics,120595,6.8,8.4,7.8,Tamil Nadu,1 month,5.4
501,77783,432741,47076,8077,1613,Facebook,25 to 35,Female,5.4,Cosmetics,82676,7.5,5.4,5.3,Rajasthan,2 years,4.9
502,628566,459994,28012,2806,1368,Instagram,35 to 45,Female,7.0,Cosmetics,81907,3.6,3.8,3.2,Gujarat,6 months,3.6
503,801308,338640,32244,9785,2571,Facebook,35 to 45,Male,6.6,Accessories,69106,3.4,1.6,4.3,Maharashtra,2 months,3.4
504,438615,56440,32913,5346,4905,Facebook,5 to 15,Others,2.1,Cosmetics,65067,2.3,7.6,8.2,Maharashtra,1 month,5.2
505,358180,289973,29833,4940,83,Facebook,5 to 15,Female,6.0,Cosmetics,56866,5.6,9.3,2.2,Sikkim,1 month,4.8
506,975438,358321,2118,813,3254,YouTube,5 to 15,Male,7.9,Clothing,123769,8.9,1.7,3.1,Rajasthan,6 months,4.3
507,291720,292447,48985,5979,2711,YouTube,35 to 45,Others,4.8,Cosmetics,56321,9.2,6.7,7.0,Gujarat,1 year,5.9
508,66958,129715,4309,3893,4319,Facebook,25 to 35,Male,6.4,Accessories,126060,3.5,7.4,5.9,Kerala,2 years,4.7
509,672196,391602,41386,755,1978,YouTube,15 to 25,Female,5.1,Clothing,99216,7.0,9.9,9.8,Rajasthan,3 months,6.6
510,351570,143866,9690,4343,3652,Facebook,15 to 25,Male,9.6,Accessories,143108,3.8,8.7,4.9,Punjab,6 months,5.5
511,726703,400220,29606,9214,706,Instagram,15 to 25,Female,2.5,Clothing,138104,3.9,3.4,3.1,Tamil Nadu,2 months,2.7
512,373192,292025,8878,7096,3472,YouTube,25 to 35,Male,9.5,Clothing,90027,8.9,5.8,7.3,Maharashtra,1 year,6.4
513,887279,24989,17674,2410,1744,Facebook,35 to 45,Male,1.9,Cosmetics,72078,4.1,3.2,5.5,Gujarat,2 years,4.4
514,951434,258464,41120,4926,3985,Facebook,35 to 45,Female,6.0,Accessories,101660,7.1,3.6,5.7,Rajasthan,1 year,4.8
515,79376,70802,46851,1247,1515,YouTube,15 to 25,Others,4.8,Clothing,92001,3.0,7.3,8.7,Kerala,6 months,6.1
516,556808,80996,29709,7222,1562,Facebook,15 to 25,Others,9.9,Cosmetics,133122,8.3,8.6,4.1,Tamil Nadu,1 month,6.9
517,535154,300944,42443,2512,2125,Facebook,25 to 35,Female,2.1,Cosmetics,78925,3.2,1.8,5.1,Sikkim,2 years,2.7
518,560392,195527,39386,8962,736,YouTube,15 to 25,Female,1.6,Accessories,111501,8.4,6.6,1.4,Punjab,3 months,4.0
519,252073,17772,47247,1846,3128,YouTube,5 to 15,Male,3.3,Accessories,108738,5.7,5.3,4.5,Maharashtra,3 months,9.1
520,159652,331782,26554,9320,224,Facebook,35 to 45,Female,3.4,Accessories,53550,1.4,9.6,8.6,Kerala,2 years,4.8
521,55513,423000,29793,3087,1072,YouTube,15 to 25,Male,1.2,Clothing,67038,6.6,2.1,4.3,Punjab,3 months,3.0
522,640448,498535,30709,2570,513,Instagram,5 to 15,Female,1.7,Cosmetics,69136,3.4,6.4,1.6,Kerala,6 months,2.7
523,237821,425436,13212,4977,2921,Facebook,25 to 35,Female,6.2,Accessories,143171,4.2,1.1,7.1,Maharashtra,3 months,3.8
524,62486,406003,5501,576,4217,YouTube,25 to 35,Others,9.0,Accessories,100714,8.0,7.7,9.5,Maharashtra,1 month,6.9
525,503626,496306,11004,1107,1125,Facebook,15 to 25,Male,7.0,Accessories,148821,4.7,4.3,7.0,Gujarat,2 years,4.6
526,412145,404184,17195,1039,2305,Facebook,15 to 25,Female,7.5,Cosmetics,55581,8.5,5.1,8.0,Tamil Nadu,2 months,5.9
527,243574,97436,10449,8739,1291,YouTube,5 to 15,Others,1.6,Accessories,135489,2.8,2.3,9.3,Rajasthan,3 months,3.4
528,199896,153372,6490,2280,1417,Facebook,15 to 25,Others,1.1,Accessories,109207,9.7,6.0,6.3,Punjab,1 month,4.7
529,324998,53853,48363,3491,3585,Instagram,25 to 35,Male,8.4,Clothing,145676,2.6,9.4,9.9,Gujarat,3 months,7.9
530,170157,345569,15665,7899,2652,Instagram,35 to 45,Female,7.6,Accessories,72430,1.4,4.9,4.4,Rajasthan,1 month,3.8
531,790044,38789,27475,3202,924,YouTube,15 to 25,Others,5.0,Accessories,73225,6.1,6.7,1.0,Gujarat,3 months,5.2
532,102204,307818,27553,1483,3727,Facebook,35 to 45,Male,3.8,Accessories,90132,7.8,5.6,5.5,Maharashtra,6 months,4.7
533,802524,149452,32563,7722,2049,Instagram,15 to 25,Male,6.1,Accessories,141300,6.2,5.5,7.7,Sikkim,1 month,5.5
534,209535,415022,40627,4352,1383,Instagram,5 to 15,Male,5.7,Clothing,90089,4.1,3.0,9.7,Gujarat,2 months,4.7
535,729084,119939,9648,8809,3140,YouTube,5 to 15,Female,9.8,Clothing,63150,6.8,7.5,8.0,Tamil Nadu,1 month,6.6
536,295414,31850,44506,8132,1813,YouTube,15 to 25,Others,5.9,Clothing,134778,9.4,9.6,6.6,Tamil Nadu,6 months,9.1
537,262340,299733,25826,5334,2350,Facebook,5 to 15,Female,1.2,Cosmetics,62259,7.7,9.3,2.1,Punjab,1 year,4.2
538,231958,215376,13203,6042,428,Facebook,25 to 35,Female,9.1,Clothing,52028,2.8,1.4,5.7,Tamil Nadu,1 month,3.9
539,673221,136328,9458,9802,1304,Facebook,15 to 25,Male,2.1,Accessories,98750,3.5,7.4,7.2,Gujarat,2 years,4.2
540,140438,395270,9355,7715,3193,Instagram,25 to 35,Female,8.1,Cosmetics,107543,8.8,6.6,7.6,Gujarat,3 months,6.3
541,83595,481257,23786,577,2835,YouTube,15 to 25,Others,4.6,Cosmetics,53756,8.4,1.2,5.1,Tamil Nadu,2 months,4.0
542,217220,239120,24923,2922,4949,Instagram,5 to 15,Male,4.0,Accessories,81224,3.0,10.0,1.3,Kerala,1 month,3.9
543,647023,304664,10873,3798,4232,Facebook,15 to 25,Male,1.2,Accessories,63523,7.9,9.9,8.2,Tamil Nadu,1 month,5.5
544,127800,118982,8083,6148,2030,Instagram,15 to 25,Male,2.1,Cosmetics,94561,7.2,7.2,4.2,Punjab,6 months,4.3
545,777531,37510,37049,1507,2469,YouTube,5 to 15,Others,5.4,Accessories,119490,7.1,6.4,2.4,Gujarat,2 months,6.2
546,352190,148915,34129,6923,843,YouTube,25 to 35,Others,9.1,Accessories,90512,4.1,9.9,2.2,Punjab,6 months,5.5
547,148834,395398,40038,3998,3809,Instagram,15 to 25,Others,6.4,Clothing,136698,6.7,5.9,1.2,Punjab,3 months,4.2
548,546989,286170,20402,5895,3830,Instagram,25 to 35,Others,4.4,Cosmetics,101636,4.7,6.3,2.6,Rajasthan,3 months,3.7
549,187770,111011,23782,3436,144,Instagram,25 to 35,Male,4.4,Accessories,101433,9.0,7.6,9.6,Tamil Nadu,6 months,6.5
550,211532,31060,8076,6593,688,Instagram,5 to 15,Male,7.3,Clothing,81839,4.8,9.7,4.5,Gujarat,6 months,5.8
551,402424,376067,4000,6514,3320,YouTube,5 to 15,Others,2.8,Cosmetics,59128,9.2,1.9,9.0,Tamil Nadu,1 month,4.6
552,868962,63362,23175,2810,4660,Facebook,5 to 15,Others,8.7,Clothing,61814,2.1,2.0,3.6,Punjab,3 months,4.0
553,128257,196143,10911,5768,714,YouTube,25 to 35,Female,9.0,Clothing,147979,7.9,1.8,8.8,Gujarat,2 months,5.6
554,154478,168192,10584,8686,760,Instagram,35 to 45,Female,1.4,Accessories,127396,9.0,8.4,7.1,Maharashtra,3 months,5.3
555,988750,40401,27889,803,1689,YouTube,25 to 35,Others,3.8,Cosmetics,84196,2.9,3.8,5.8,Sikkim,2 years,4.6
556,613515,149782,40979,7097,4495,Instagram,35 to 45,Male,1.0,Cosmetics,70648,6.6,4.5,9.6,Kerala,6 months,4.9
557,140757,459338,44919,6124,731,Facebook,15 to 25,Female,7.2,Cosmetics,145884,6.2,8.3,1.3,Sikkim,1 month,4.8
558,576867,61411,37608,5411,4112,Facebook,25 to 35,Male,9.4,Accessories,133917,5.3,8.6,8.3,Gujarat,6 months,7.5
559,334580,452778,19261,2533,2851,Instagram,15 to 25,Female,7.6,Clothing,114192,4.3,1.0,2.1,Gujarat,1 year,3.1
560,99451,471038,36936,7586,3377,YouTube,15 to 25,Male,4.5,Cosmetics,70836,4.4,1.2,1.0,Kerala,2 years,2.4
561,304515,14324,14518,7500,1828,Facebook,15 to 25,Male,1.3,Cosmetics,94133,3.6,4.0,3.0,Gujarat,3 months,4.4
562,706133,186913,47661,1249,3922,Instagram,25 to 35,Female,1.4,Cosmetics,85620,2.1,5.3,2.4,Gujarat,6 months,2.7
563,517459,143926,34864,4371,1498,Instagram,35 to 45,Others,1.4,Cosmetics,62006,6.5,5.2,2.8,Rajasthan,1 year,3.7
564,759784,247989,19942,9857,787,YouTube,15 to 25,Others,7.7,Accessories,132154,7.5,9.6,3.0,Punjab,2 months,5.7
565,311563,101466,14709,4563,1274,Facebook,15 to 25,Male,3.3,Cosmetics,65716,8.2,5.4,4.7,Gujarat,2 years,4.6
566,965366,242557,47011,1499,970,Facebook,5 to 15,Others,3.7,Cosmetics,56136,2.6,5.9,5.8,Maharashtra,3 months,4.0
567,185912,420223,23897,165,776,YouTube,5 to 15,Others,4.6,Cosmetics,67993,8.9,6.6,2.2,Kerala,2 years,4.6
568,212979,337292,33358,3515,892,YouTube,35 to 45,Male,8.1,Cosmetics,75127,6.2,7.0,1.7,Punjab,3 months,4.8
569,454261,435689,33711,6039,2761,Facebook,35 to 45,Others,7.3,Clothing,58847,8.8,6.9,9.9,Punjab,3 months,6.7
570,202131,279913,36845,6585,3911,Facebook,35 to 45,Male,9.9,Cosmetics,61559,3.7,6.3,3.9,Sikkim,1 year,5.0
571,78163,216180,1509,6715,3011,Facebook,15 to 25,Others,3.6,Accessories,101288,6.0,7.6,6.2,Sikkim,2 months,4.7
572,275609,36046,43342,1482,4197,YouTube,5 to 15,Female,3.9,Cosmetics,123687,3.1,9.6,7.8,Sikkim,2 months,7.3
573,244104,327289,1069,7241,1870,Facebook,5 to 15,Female,3.5,Accessories,108148,5.3,1.4,4.4,Sikkim,6 months,2.9
574,144388,365745,21208,2533,4478,Instagram,5 to 15,Male,1.2,Clothing,108000,9.6,5.1,4.4,Tamil Nadu,2 years,4.2
575,641514,112995,40303,1994,1239,Facebook,25 to 35,Others,8.7,Cosmetics,101281,3.7,3.6,2.4,Sikkim,2 years,4.4
576,588307,288412,14200,8441,3500,Facebook,5 to 15,Others,3.7,Clothing,97108,1.4,7.5,7.6,Kerala,6 months,4.1
577,222111,187533,14947,2958,1945,Instagram,35 to 45,Female,9.5,Cosmetics,117928,1.7,6.7,8.3,Tamil Nadu,3 months,5.4
578,394197,459420,28097,4366,1043,Instagram,25 to 35,Male,2.4,Clothing,107673,8.4,3.3,1.9,Maharashtra,1 year,3.3
579,527094,88595,36772,9328,4360,YouTube,15 to 25,Female,9.1,Clothing,53569,5.5,5.0,8.5,Maharashtra,1 year,6.5
580,760453,283566,15384,7768,1700,Facebook,35 to 45,Female,9.6,Clothing,83194,9.9,8.1,9.7,Gujarat,2 years,7.6
581,612782,108268,47381,4313,2050,Instagram,5 to 15,Female,2.9,Cosmetics,57645,3.5,8.3,1.7,Gujarat,1 year,4.2
582,154027,45419,36360,7930,1723,YouTube,35 to 45,Others,7.4,Clothing,122689,7.3,4.9,2.0,Gujarat,1 month,5.9
583,640401,84511,46891,8041,430,YouTube,15 to 25,Male,7.2,Cosmetics,136130,5.6,5.1,6.2,Kerala,6 months,5.9
584,617896,158597,34204,6191,1432,Instagram,25 to 35,Female,9.1,Accessories,97605,7.8,8.4,3.4,Sikkim,3 months,6.2
585,842588,468021,44987,3757,4907,Facebook,25 to 35,Female,3.4,Accessories,103415,6.7,1.3,3.9,Rajasthan,1 month,3.3
586,816437,422381,13215,9035,2219,Facebook,5 to 15,Female,1.9,Accessories,67643,2.4,5.0,9.9,Rajasthan,6 months,3.9
587,754496,485898,9380,5607,3672,Instagram,5 to 15,Female,9.8,Clothing,120713,5.9,8.4,2.9,Punjab,2 years,5.4
588,163589,448038,48694,7709,1022,YouTube,35 to 45,Male,4.5,Accessories,88238,1.9,5.3,5.2,Gujarat,3 months,3.6
589,675497,101494,19046,1648,1454,Instagram,25 to 35,Male,4.0,Clothing,137573,10.0,2.4,4.0,Rajasthan,2 months,4.5
590,82818,27193,45324,2653,471,YouTube,35 to 45,Others,8.8,Cosmetics,70778,8.8,2.5,1.2,Maharashtra,2 months,7.6
591,709200,407882,47169,7433,1510,YouTube,15 to 25,Others,9.7,Cosmetics,61666,7.0,9.9,6.2,Kerala,2 years,6.8
592,560749,20320,47691,5703,3527,Facebook,25 to 35,Female,1.2,Accessories,116037,4.4,3.9,3.9,Sikkim,2 years,7.4
593,94391,375899,26206,9196,2951,Instagram,35 to 45,Others,3.8,Clothing,75191,9.9,9.5,5.2,Tamil Nadu,1 month,5.8
